RecordID,Park,Animal,Visitors,TempC,RainfallMM,Season,Detected,ModelScore,VisitDate
1032,Lake Mburo,Buffalo,345,22.2,23,Dry,No,0.89,6/16/2024
1033,Queen Elizabeth,Elephant,342,31.5,64,Wet,Yes,0.86,8/28/2024
1034,Mgahinga,Hippo,334,19.1,260,Wet,No,0.74,8/25/2024
1035,Queen Elizabeth,Gorilla,384,24.4,247,Wet,No,0.63,7/24/2024
1036,Kibale,Chimpanzee,318,29,106,Dry,Yes,0.72,4/30/2024
1037,Bwindi,Lion,176,25.2,193,Dry,No,0.62,2/13/2024
1038,Queen Elizabeth,Chimpanzee,63,23,265,Wet,Yes,0.79,8/26/2024
1039,Lake Mburo,Leopard,192,25.2,239,Wet,No,0.68,9/11/2024
1040,Kidepo,Gorilla,215,18.4,226,Dry,No,0.82,7/2/2024
1041,Murchison Falls,Gorilla,451,26.5,279,Dry,No,0.95,2/20/2024
1042,Murchison Falls,Elephant,204,18.7,102,Wet,Yes,0.83,5/8/2024
1043,Kidepo,Hippo,437,31.1,140,Dry,Yes,0.99,10/5/2024
1044,Kidepo,Elephant,414,23.1,177,Wet,No,0.9,12/1/2024
1045,Murchison Falls,Buffalo,354,26.7,76,Wet,Yes,0.61,4/17/2024
1046,Bwindi,Lion,284,28,282,Wet,No,0.67,2/13/2024
1047,Kidepo,Chimpanzee,116,25.3,213,Dry,No,0.72,10/12/2024
1048,Murchison Falls,Gorilla,91,27.8,65,Wet,Yes,0.74,12/3/2024
1049,Mgahinga,Gorilla,193,21.8,217,Wet,No,0.66,1/12/2024
1050,Lake Mburo,Chimpanzee,36,33.7,78,Wet,No,0.98,4/14/2024
1051,Bwindi,Elephant,293,24.6,243,Dry,No,0.78,8/19/2024
1052,Kibale,Gorilla,67,20.9,283,Dry,Yes,0.9,11/4/2024
1053,Bwindi,Elephant,115,21.4,197,Wet,Yes,0.61,12/3/2024
1054,Lake Mburo,Elephant,252,19,265,Dry,Yes,0.66,7/29/2024
1055,Bwindi,Lion,76,20.2,214,Wet,Yes,0.69,4/15/2024
1056,Queen Elizabeth,Chimpanzee,125,23.3,243,Dry,No,0.79,9/14/2024
1057,Kibale,Hippo,254,22.7,3,Dry,No,0.53,7/23/2024
1058,Lake Mburo,Chimpanzee,146,26.9,291,Wet,No,0.73,1/21/2024
1059,Kibale,Elephant,167,29,233,Wet,No,0.69,3/30/2024
1060,Bwindi,Lion,111,33.3,221,Wet,No,0.95,4/3/2024
1061,Kibale,Leopard,68,24.7,22,Dry,Yes,0.63,11/17/2024
1062,Lake Mburo,Gorilla,361,33.6,111,Wet,No,0.99,10/10/2024
1063,Murchison Falls,Gorilla,59,30.8,258,Wet,No,0.72,5/9/2024
1064,Queen Elizabeth,Leopard,42,25.9,37,Wet,No,0.67,7/23/2024
1065,Mgahinga,Lion,223,18.6,128,Dry,Yes,0.66,8/25/2024
1066,Bwindi,Buffalo,54,19.4,124,Wet,Yes,0.73,5/22/2024
1067,Mgahinga,Lion,107,32.3,51,Dry,No,0.56,7/19/2024
1068,Queen Elizabeth,Elephant,363,31,139,Dry,No,0.68,4/20/2024
1069,Kibale,Elephant,477,29.5,110,Wet,Yes,0.91,9/24/2024
1070,Kibale,Hippo,386,29.2,52,Wet,No,0.72,11/2/2024
1071,Murchison Falls,Elephant,415,24.4,103,Dry,No,0.95,4/12/2024
1072,Murchison Falls,Elephant,235,18.5,7,Wet,Yes,0.83,2/2/2024
1073,Queen Elizabeth,Elephant,428,32.2,85,Dry,Yes,0.7,2/25/2024
1074,Mgahinga,Gorilla,185,27.6,97,Dry,No,0.96,3/2/2024
1075,Queen Elizabeth,Lion,74,24.1,88,Dry,No,0.82,1/7/2024
1076,Bwindi,Lion,254,21.7,142,Wet,Yes,0.53,4/21/2024
1077,Bwindi,Gorilla,412,28.2,52,Dry,No,0.97,11/3/2024
1078,Kidepo,Hippo,376,24.6,68,Wet,Yes,0.81,12/18/2024
1079,Kidepo,Chimpanzee,361,26.2,171,Dry,No,0.69,11/23/2024
1080,Kibale,Lion,277,28,6,Dry,Yes,0.8,3/4/2024
1081,Kidepo,Lion,397,25.3,124,Dry,Yes,0.57,9/12/2024
1082,Kidepo,Lion,97,24.4,19,Dry,No,0.86,6/17/2024
1083,Queen Elizabeth,Gorilla,182,28.9,20,Wet,No,0.87,4/27/2024
1084,Mgahinga,Hippo,189,23.8,105,Dry,Yes,0.89,12/22/2024
1085,Kibale,Lion,331,32.8,266,Wet,Yes,0.72,1/4/2024
1086,Murchison Falls,Chimpanzee,271,19.2,98,Dry,Yes,0.96,3/5/2024
1087,Murchison Falls,Lion,323,27.3,104,Dry,Yes,0.71,8/27/2024
1088,Kidepo,Lion,389,21.4,217,Dry,Yes,0.65,10/22/2024
1089,Bwindi,Hippo,123,22.6,246,Dry,No,0.7,3/26/2024
1090,Bwindi,Buffalo,236,26.6,221,Dry,No,0.51,7/14/2024
1091,Bwindi,Chimpanzee,62,30.9,153,Dry,Yes,0.63,8/25/2024
1092,Kidepo,Buffalo,165,24.4,246,Dry,No,0.57,8/28/2024
1093,Queen Elizabeth,Lion,489,21.2,6,Wet,No,0.7,7/31/2024
1094,Bwindi,Hippo,211,24.5,157,Dry,No,0.93,3/4/2024
1095,Bwindi,Leopard,103,21.3,223,Wet,No,0.75,9/7/2024
1096,Kibale,Hippo,208,29.8,197,Wet,Yes,0.62,1/18/2024
1097,Mgahinga,Gorilla,343,30,14,Dry,No,0.8,12/14/2024
1098,Queen Elizabeth,Gorilla,146,28.2,82,Dry,Yes,0.88,11/25/2024
1099,Kibale,Buffalo,223,30,41,Dry,No,0.58,8/6/2024
1100,Kidepo,Hippo,174,26.5,272,Wet,No,0.86,2/15/2024
1101,Murchison Falls,Hippo,313,31.2,176,Dry,No,0.87,7/22/2024
1102,Kibale,Gorilla,23,34.8,251,Dry,Yes,0.53,12/22/2024
1103,Bwindi,Leopard,233,29.1,220,Dry,Yes,0.68,12/26/2024
1104,Queen Elizabeth,Lion,269,21.1,56,Wet,Yes,0.59,1/31/2024
1105,Kibale,Lion,434,30.9,132,Wet,No,0.81,11/15/2024
1106,Murchison Falls,Chimpanzee,345,20.8,150,Dry,No,0.56,2/2/2024
1107,Kidepo,Elephant,319,22,248,Dry,Yes,0.53,1/4/2024
1108,Kibale,Leopard,424,34.8,49,Dry,Yes,0.68,9/23/2024
1109,Mgahinga,Gorilla,497,26.3,172,Wet,No,0.68,6/24/2024
1110,Kidepo,Chimpanzee,142,34,204,Wet,Yes,0.98,6/18/2024
1111,Mgahinga,Elephant,21,25.8,205,Dry,Yes,0.79,9/28/2024
1112,Kidepo,Hippo,404,31.9,188,Wet,No,0.75,12/4/2024
1113,Queen Elizabeth,Elephant,346,34.3,164,Dry,No,0.93,6/15/2024
1114,Kibale,Buffalo,139,28.3,204,Dry,No,0.71,8/31/2024
1115,Kibale,Chimpanzee,378,33.4,197,Wet,Yes,0.85,9/23/2024
1116,Lake Mburo,Chimpanzee,458,30.2,16,Dry,No,0.89,6/3/2024
1117,Mgahinga,Hippo,300,34.8,239,Dry,No,0.97,9/3/2024
1118,Kibale,Leopard,143,22.1,87,Dry,Yes,0.71,1/15/2024
1119,Queen Elizabeth,Gorilla,482,24.5,143,Dry,No,0.83,12/9/2024
1120,Murchison Falls,Hippo,89,33.7,251,Dry,No,0.93,10/21/2024
1121,Mgahinga,Leopard,53,28.9,193,Wet,No,0.9,4/24/2024
1122,Kidepo,Elephant,168,19.5,45,Wet,Yes,0.86,2/29/2024
1123,Lake Mburo,Gorilla,85,32.5,194,Dry,No,0.53,10/1/2024
1124,Queen Elizabeth,Chimpanzee,218,34.7,163,Wet,Yes,0.75,11/4/2024
1125,Lake Mburo,Lion,74,24.7,275,Wet,No,0.57,5/31/2024
1126,Mgahinga,Lion,275,29.6,75,Wet,Yes,0.87,12/25/2024
1127,Murchison Falls,Leopard,183,23.3,63,Wet,No,0.81,4/20/2024
1128,Bwindi,Gorilla,380,34.4,30,Wet,Yes,0.91,4/17/2024
1129,Mgahinga,Hippo,498,31.8,26,Dry,No,0.86,6/2/2024
1130,Mgahinga,Hippo,487,32.4,11,Wet,No,0.71,8/30/2024
1131,Kidepo,Chimpanzee,220,24.6,270,Wet,No,0.84,4/9/2024
1132,Kibale,Chimpanzee,300,24.7,67,Wet,Yes,0.92,12/29/2024
1133,Kidepo,Buffalo,355,20.8,70,Wet,No,0.64,3/15/2024
1134,Queen Elizabeth,Lion,431,30.7,4,Wet,Yes,0.83,3/16/2024
1135,Bwindi,Buffalo,367,32.3,28,Dry,No,0.98,4/1/2024
1136,Murchison Falls,Elephant,283,29.1,222,Dry,No,0.62,3/1/2024
1137,Queen Elizabeth,Buffalo,270,23.1,88,Wet,Yes,0.88,11/28/2024
1138,Bwindi,Gorilla,343,29.1,188,Dry,Yes,0.56,3/3/2024
1139,Bwindi,Hippo,362,33.4,115,Dry,No,0.63,2/18/2024
1140,Mgahinga,Leopard,112,24.5,222,Wet,Yes,0.55,2/2/2024
1141,Kibale,Chimpanzee,427,27.1,207,Dry,No,0.77,10/1/2024
1142,Mgahinga,Chimpanzee,291,26.3,265,Dry,Yes,0.97,3/1/2024
1143,Queen Elizabeth,Chimpanzee,326,29.8,2,Wet,No,0.56,3/6/2024
1144,Lake Mburo,Lion,354,20.7,287,Wet,Yes,0.54,3/4/2024
1145,Lake Mburo,Gorilla,206,34.4,87,Wet,Yes,0.62,1/24/2024
1146,Lake Mburo,Chimpanzee,170,29.2,227,Dry,No,0.84,9/24/2024
1147,Kidepo,Leopard,295,26.7,50,Dry,Yes,0.52,3/13/2024
1148,Kidepo,Chimpanzee,446,21.7,68,Dry,No,0.64,11/14/2024
1149,Bwindi,Elephant,301,22.3,195,Dry,No,0.72,5/10/2024
1150,Kibale,Buffalo,375,20.4,104,Dry,No,0.99,12/22/2024
1151,Kibale,Lion,385,24.3,261,Dry,No,0.9,6/10/2024
1152,Mgahinga,Buffalo,214,18.4,126,Dry,No,0.56,2/26/2024
1153,Kibale,Leopard,228,19.1,45,Wet,No,0.88,3/15/2024
1154,Mgahinga,Chimpanzee,135,22.7,50,Wet,Yes,0.69,2/23/2024
1155,Mgahinga,Elephant,109,27,156,Wet,Yes,0.76,12/24/2024
1156,Lake Mburo,Chimpanzee,164,27.4,50,Dry,Yes,0.66,7/18/2024
1157,Queen Elizabeth,Gorilla,432,30.6,272,Wet,No,0.79,5/12/2024
1158,Murchison Falls,Hippo,282,30.1,64,Dry,No,0.78,5/16/2024
1159,Murchison Falls,Hippo,347,34.6,127,Wet,No,0.59,6/30/2024
1160,Mgahinga,Buffalo,277,22.9,219,Dry,No,0.81,2/14/2024
1161,Kidepo,Buffalo,414,23.3,46,Dry,Yes,0.86,2/17/2024
1162,Queen Elizabeth,Leopard,49,19.4,146,Wet,Yes,0.97,8/5/2024
1163,Kibale,Leopard,497,30.4,245,Wet,Yes,0.7,11/11/2024
1164,Queen Elizabeth,Chimpanzee,401,18.1,217,Wet,Yes,0.99,12/4/2024
1165,Mgahinga,Leopard,370,28.4,229,Dry,Yes,0.59,7/6/2024
1166,Mgahinga,Lion,283,24,26,Wet,No,0.69,7/10/2024
1167,Murchison Falls,Gorilla,487,29.5,276,Dry,No,0.65,5/30/2024
1168,Kidepo,Lion,21,30.5,291,Wet,Yes,0.95,11/25/2024
1169,Lake Mburo,Chimpanzee,477,18.6,237,Wet,Yes,0.67,11/11/2024
1170,Bwindi,Gorilla,172,24,2,Wet,Yes,0.7,1/5/2024
1171,Murchison Falls,Buffalo,271,21.4,270,Dry,No,0.56,9/6/2024
1172,Murchison Falls,Lion,413,29.2,115,Wet,No,0.68,7/5/2024
1173,Bwindi,Lion,294,31.8,55,Wet,No,0.58,6/30/2024
1174,Kibale,Buffalo,22,24.1,101,Dry,Yes,0.64,3/9/2024
1175,Bwindi,Buffalo,400,23.6,16,Dry,Yes,0.96,12/6/2024
1176,Kidepo,Elephant,235,26.3,253,Dry,No,0.87,7/23/2024
1177,Lake Mburo,Hippo,492,30.6,199,Dry,Yes,0.97,1/11/2024
1178,Queen Elizabeth,Lion,196,26.5,121,Dry,No,0.71,11/1/2024
1179,Kibale,Elephant,242,26.2,144,Wet,Yes,0.87,5/6/2024
1180,Lake Mburo,Lion,393,26.7,127,Wet,Yes,0.92,12/24/2024
1181,Queen Elizabeth,Hippo,440,25.3,242,Dry,Yes,0.59,10/29/2024
1182,Kibale,Hippo,96,21.9,67,Wet,Yes,0.63,4/8/2024
1183,Queen Elizabeth,Buffalo,29,28.5,46,Dry,No,0.7,6/5/2024
1184,Kibale,Hippo,138,21.8,218,Wet,Yes,0.75,11/25/2024
1185,Murchison Falls,Gorilla,76,22.6,143,Wet,No,0.62,1/25/2024
1186,Queen Elizabeth,Elephant,20,18.9,164,Dry,No,0.73,11/6/2024
1187,Murchison Falls,Buffalo,114,22.3,251,Wet,No,0.65,2/19/2024
1188,Kibale,Elephant,369,27.4,66,Wet,No,0.86,7/4/2024
1189,Kibale,Chimpanzee,321,27,190,Dry,No,0.6,7/15/2024
1190,Murchison Falls,Elephant,86,28.7,61,Dry,Yes,0.59,8/16/2024
1191,Murchison Falls,Elephant,299,28.5,154,Wet,Yes,0.76,3/19/2024
1192,Murchison Falls,Lion,118,25.1,129,Wet,No,0.72,3/1/2024
1193,Bwindi,Elephant,267,25.1,257,Dry,Yes,0.79,12/22/2024
1194,Queen Elizabeth,Gorilla,43,34.2,31,Dry,No,0.74,9/29/2024
1195,Mgahinga,Leopard,58,20.8,260,Wet,No,0.7,5/19/2024
1196,Queen Elizabeth,Lion,21,20.7,111,Dry,No,0.75,9/25/2024
1197,Kidepo,Gorilla,456,21.7,137,Dry,Yes,0.61,9/30/2024
1198,Queen Elizabeth,Gorilla,40,28.9,142,Dry,No,0.93,1/27/2024
1199,Kibale,Lion,441,21.6,59,Dry,No,0.81,7/7/2024
1200,Kidepo,Elephant,381,33,135,Dry,No,0.94,5/30/2024
1201,Kidepo,Elephant,340,31.9,182,Dry,No,0.59,1/9/2024
1202,Lake Mburo,Hippo,464,31.2,298,Dry,No,0.96,5/11/2024
1203,Mgahinga,Hippo,344,28.3,105,Wet,Yes,0.66,4/14/2024
1204,Lake Mburo,Hippo,433,32.6,202,Dry,No,0.61,8/10/2024
1205,Kidepo,Lion,481,26.1,253,Dry,No,0.59,3/31/2024
1206,Queen Elizabeth,Leopard,271,34,92,Wet,Yes,0.65,3/31/2024
1207,Mgahinga,Buffalo,371,28.3,35,Dry,Yes,0.71,8/20/2024
1208,Kibale,Buffalo,71,30.3,70,Dry,Yes,0.69,1/11/2024
1209,Murchison Falls,Chimpanzee,26,31,22,Dry,Yes,0.88,5/17/2024
1210,Queen Elizabeth,Hippo,327,18.2,4,Dry,No,0.92,2/13/2024
1211,Queen Elizabeth,Lion,265,30.9,227,Dry,No,0.66,3/20/2024
1212,Queen Elizabeth,Elephant,298,29.8,278,Dry,Yes,0.9,2/22/2024
1213,Lake Mburo,Gorilla,72,26.7,212,Dry,Yes,0.95,1/13/2024
1214,Queen Elizabeth,Buffalo,217,20.5,146,Dry,No,0.84,2/27/2024
1215,Bwindi,Lion,76,21.8,144,Wet,Yes,0.8,3/1/2024
1216,Kidepo,Elephant,478,18.7,77,Dry,No,0.76,11/3/2024
1217,Queen Elizabeth,Hippo,237,20.6,154,Wet,No,0.93,5/18/2024
1218,Bwindi,Hippo,208,33.9,39,Dry,Yes,0.88,3/16/2024
1219,Kidepo,Lion,219,25.6,244,Dry,Yes,0.78,5/22/2024
1220,Queen Elizabeth,Elephant,185,34.9,93,Wet,No,0.66,8/5/2024
1221,Bwindi,Hippo,231,28.2,170,Dry,Yes,0.69,10/8/2024
1222,Bwindi,Leopard,293,26.4,274,Dry,No,0.54,8/3/2024
1223,Lake Mburo,Leopard,417,29.8,112,Dry,Yes,0.68,4/14/2024
1224,Mgahinga,Elephant,205,27.5,68,Dry,Yes,0.95,7/3/2024
1225,Mgahinga,Chimpanzee,463,31.2,71,Wet,No,0.57,10/9/2024
1226,Bwindi,Lion,127,32.1,28,Dry,Yes,0.97,12/26/2024
1227,Queen Elizabeth,Buffalo,395,18.4,217,Wet,Yes,0.84,12/5/2024
1228,Lake Mburo,Elephant,264,32.2,80,Dry,Yes,0.68,2/10/2024
1229,Queen Elizabeth,Elephant,26,27.7,213,Dry,Yes,0.73,3/12/2024
1230,Kibale,Leopard,377,34.1,240,Wet,No,0.72,11/26/2024
1231,Kibale,Elephant,166,19.9,30,Dry,Yes,0.75,1/6/2024
1232,Bwindi,Chimpanzee,236,29.6,232,Wet,No,0.85,8/4/2024
1233,Queen Elizabeth,Gorilla,67,26.9,64,Dry,No,0.8,4/22/2024
1234,Bwindi,Lion,441,30.7,286,Dry,No,0.73,11/30/2024
1235,Kibale,Buffalo,443,24.5,27,Wet,No,0.6,2/25/2024
1236,Murchison Falls,Elephant,205,28.3,171,Dry,Yes,0.64,10/4/2024
1237,Murchison Falls,Elephant,128,28.2,158,Dry,Yes,0.81,1/17/2024
1238,Queen Elizabeth,Gorilla,63,34.6,289,Dry,No,0.52,6/10/2024
1239,Murchison Falls,Gorilla,24,34.7,144,Wet,Yes,0.65,7/19/2024
1240,Kibale,Gorilla,86,29.9,49,Wet,No,0.94,9/14/2024
1241,Murchison Falls,Leopard,433,31.2,12,Wet,No,0.79,1/20/2024
1242,Kidepo,Lion,97,29.6,40,Dry,Yes,0.93,12/14/2024
1243,Kibale,Lion,413,30.2,256,Wet,No,0.88,6/22/2024
1244,Kidepo,Gorilla,339,32.6,220,Dry,No,0.62,11/8/2024
1245,Lake Mburo,Elephant,98,27.6,254,Dry,Yes,0.57,6/7/2024
1246,Lake Mburo,Chimpanzee,428,31.3,44,Wet,Yes,0.72,3/27/2024
1247,Kidepo,Lion,54,22.8,186,Wet,Yes,0.53,12/29/2024
1248,Mgahinga,Buffalo,152,34.8,131,Wet,Yes,0.96,10/18/2024
1249,Bwindi,Elephant,206,32.6,205,Wet,Yes,0.72,9/19/2024
1250,Mgahinga,Leopard,180,24.4,211,Wet,No,0.93,12/15/2024
1251,Murchison Falls,Leopard,349,19,125,Dry,Yes,0.92,5/28/2024
1252,Bwindi,Lion,311,24.8,37,Dry,No,0.93,12/8/2024
1253,Murchison Falls,Gorilla,258,26,273,Wet,Yes,0.54,2/25/2024
1254,Bwindi,Chimpanzee,241,21.4,168,Dry,No,0.67,11/5/2024
1255,Bwindi,Lion,379,30.6,58,Wet,No,0.52,3/20/2024
1256,Bwindi,Lion,347,21.6,290,Dry,No,0.53,7/4/2024
1257,Mgahinga,Buffalo,262,21.6,108,Dry,No,0.63,11/21/2024
1258,Queen Elizabeth,Elephant,92,19.2,207,Dry,No,0.93,8/19/2024
1259,Mgahinga,Buffalo,288,21.6,132,Dry,Yes,0.55,8/7/2024
1260,Kidepo,Chimpanzee,172,20.8,178,Wet,No,0.73,12/18/2024
1261,Mgahinga,Lion,376,25.4,292,Wet,Yes,0.77,11/1/2024
1262,Queen Elizabeth,Elephant,390,29.4,74,Wet,No,0.51,8/22/2024
1263,Queen Elizabeth,Buffalo,462,23.4,208,Wet,Yes,0.98,3/5/2024
1264,Kibale,Buffalo,347,34.5,49,Dry,Yes,0.87,4/6/2024
1265,Bwindi,Hippo,299,31.2,193,Dry,No,0.6,4/7/2024
1266,Kibale,Leopard,27,24.3,186,Dry,No,0.94,9/14/2024
1267,Mgahinga,Chimpanzee,83,29.9,233,Wet,No,0.67,10/4/2024
1268,Bwindi,Leopard,411,23.7,90,Wet,No,0.68,10/10/2024
1269,Lake Mburo,Lion,297,25.4,145,Wet,No,0.84,2/20/2024
1270,Murchison Falls,Chimpanzee,448,19.8,8,Wet,Yes,0.74,11/15/2024
1271,Lake Mburo,Elephant,344,25.5,297,Dry,No,0.92,4/18/2024
1272,Queen Elizabeth,Chimpanzee,252,27.4,58,Dry,No,0.97,6/28/2024
1273,Mgahinga,Buffalo,231,33.4,202,Dry,No,0.88,9/16/2024
1274,Kidepo,Gorilla,470,29.2,157,Wet,Yes,0.5,7/31/2024
1275,Murchison Falls,Elephant,33,20.6,191,Wet,No,0.58,10/19/2024
1276,Bwindi,Lion,304,34.5,98,Wet,Yes,0.89,10/22/2024
1277,Bwindi,Lion,500,28.8,88,Wet,No,0.75,8/11/2024
1278,Queen Elizabeth,Elephant,383,31.6,258,Dry,No,0.91,11/17/2024
1279,Kidepo,Chimpanzee,303,20.7,165,Dry,Yes,0.55,8/11/2024
1280,Murchison Falls,Hippo,414,28.1,14,Dry,No,0.51,3/7/2024
1281,Bwindi,Hippo,343,31.2,95,Dry,Yes,0.65,10/1/2024
1282,Mgahinga,Lion,391,31.3,193,Wet,Yes,0.63,3/14/2024
1283,Kibale,Elephant,346,34.7,52,Dry,No,0.95,3/3/2024
1284,Murchison Falls,Lion,164,22.5,92,Dry,Yes,0.74,7/4/2024
1285,Mgahinga,Lion,220,19.7,11,Wet,Yes,0.74,11/16/2024
1286,Murchison Falls,Lion,371,25.1,160,Wet,Yes,0.59,1/6/2024
1287,Queen Elizabeth,Hippo,310,28.7,16,Dry,No,0.99,9/4/2024
1288,Lake Mburo,Leopard,299,18.1,267,Wet,Yes,0.59,1/16/2024
1289,Lake Mburo,Elephant,285,26.7,78,Dry,No,0.56,4/21/2024
1290,Murchison Falls,Gorilla,90,21.7,64,Wet,No,0.74,2/17/2024
1291,Kidepo,Hippo,302,29.1,239,Wet,No,0.75,7/23/2024
1292,Queen Elizabeth,Gorilla,108,21.4,143,Wet,Yes,0.79,10/27/2024
1293,Kidepo,Lion,426,21.5,249,Wet,No,0.71,5/19/2024
1294,Mgahinga,Gorilla,338,19.8,196,Wet,Yes,0.78,7/10/2024
1295,Kibale,Chimpanzee,52,25.6,17,Wet,No,0.64,11/26/2024
1296,Lake Mburo,Gorilla,223,18.5,92,Wet,No,0.89,7/2/2024
1297,Queen Elizabeth,Elephant,130,29.2,190,Dry,No,0.56,6/12/2024
1298,Kibale,Elephant,387,23.6,238,Wet,Yes,0.78,7/16/2024
1299,Kidepo,Leopard,128,27,52,Wet,Yes,0.78,11/26/2024
1300,Bwindi,Hippo,407,25.4,163,Dry,Yes,0.52,9/9/2024
1301,Bwindi,Elephant,160,25.2,63,Wet,Yes,0.79,10/29/2024
1302,Bwindi,Lion,315,18.4,9,Dry,No,0.64,7/25/2024
1303,Murchison Falls,Leopard,490,27,172,Dry,Yes,0.73,7/31/2024
1304,Kibale,Gorilla,160,23.4,177,Wet,Yes,0.77,6/9/2024
1305,Bwindi,Leopard,44,24.7,232,Wet,Yes,0.91,11/12/2024
1306,Murchison Falls,Elephant,134,18.8,5,Dry,Yes,0.99,12/18/2024
1307,Kibale,Buffalo,135,20.9,97,Wet,Yes,0.96,1/27/2024
1308,Kidepo,Chimpanzee,42,19.9,155,Dry,No,0.66,11/9/2024
1309,Mgahinga,Chimpanzee,214,22.6,87,Dry,No,0.56,6/12/2024
1310,Mgahinga,Lion,405,27.9,211,Wet,Yes,0.76,5/3/2024
1311,Lake Mburo,Buffalo,358,26.3,143,Wet,No,0.61,5/15/2024
1312,Mgahinga,Gorilla,384,19.4,285,Dry,Yes,0.84,2/8/2024
1313,Bwindi,Elephant,128,18.2,110,Wet,No,0.59,2/23/2024
1314,Kidepo,Lion,436,28,270,Wet,No,0.85,12/1/2024
1315,Queen Elizabeth,Chimpanzee,278,19.8,66,Dry,No,0.69,8/19/2024
1316,Mgahinga,Leopard,282,21.5,204,Dry,Yes,0.64,3/25/2024
1317,Kibale,Gorilla,465,27.8,52,Dry,No,0.93,2/26/2024
1318,Queen Elizabeth,Elephant,477,25.8,136,Dry,No,0.82,8/19/2024
1319,Kidepo,Gorilla,80,33.8,43,Wet,No,0.6,7/22/2024
1320,Lake Mburo,Buffalo,280,23.7,225,Wet,No,0.55,11/28/2024
1321,Bwindi,Hippo,495,25.2,150,Dry,No,0.59,5/21/2024
1322,Lake Mburo,Leopard,272,26.8,55,Dry,Yes,0.97,4/22/2024
1323,Murchison Falls,Elephant,478,18.6,136,Dry,Yes,0.76,5/21/2024
1324,Queen Elizabeth,Leopard,378,30.2,200,Wet,Yes,0.61,12/20/2024
1325,Kidepo,Buffalo,125,20.9,104,Wet,No,0.85,5/27/2024
1326,Kibale,Elephant,68,21.1,244,Wet,Yes,0.58,12/14/2024
1327,Murchison Falls,Lion,115,23.6,233,Dry,Yes,0.83,8/7/2024
1328,Kidepo,Elephant,110,34.6,39,Dry,Yes,0.79,8/30/2024
1329,Lake Mburo,Elephant,270,32.8,241,Dry,Yes,0.9,10/17/2024
1330,Kibale,Gorilla,447,21.9,257,Dry,Yes,0.88,2/21/2024
1331,Kidepo,Chimpanzee,396,23.7,251,Wet,No,0.83,5/9/2024
1332,Kidepo,Buffalo,26,32.1,154,Wet,No,0.56,12/17/2024
1333,Lake Mburo,Hippo,347,18.4,210,Dry,Yes,0.68,1/16/2024
1334,Queen Elizabeth,Leopard,399,29.8,220,Wet,Yes,0.86,4/9/2024
1335,Bwindi,Hippo,75,34.4,278,Wet,Yes,0.63,12/13/2024
1336,Kidepo,Gorilla,220,28,141,Wet,Yes,0.52,9/23/2024
1337,Kibale,Gorilla,447,28.4,221,Wet,No,0.64,1/5/2024
1338,Bwindi,Hippo,95,25.9,76,Wet,Yes,0.65,5/27/2024
1339,Murchison Falls,Chimpanzee,170,18.3,20,Dry,No,0.9,3/4/2024
1340,Murchison Falls,Buffalo,176,18.1,180,Dry,Yes,0.62,6/28/2024
1341,Kidepo,Chimpanzee,459,26.5,287,Dry,Yes,0.85,3/14/2024
1342,Kibale,Lion,241,27.9,41,Wet,Yes,0.52,6/30/2024
1343,Queen Elizabeth,Chimpanzee,367,28.8,216,Wet,Yes,0.94,6/3/2024
1344,Lake Mburo,Gorilla,108,27.6,165,Dry,Yes,0.62,8/1/2024
1345,Lake Mburo,Lion,174,23.2,152,Wet,Yes,0.68,8/11/2024
1346,Murchison Falls,Lion,289,25.5,160,Wet,No,0.67,8/26/2024
1347,Bwindi,Buffalo,256,18.5,286,Dry,No,0.54,3/12/2024
1348,Lake Mburo,Gorilla,422,22.1,262,Wet,Yes,0.8,10/16/2024
1349,Kidepo,Elephant,406,32.4,64,Wet,Yes,0.73,9/22/2024
1350,Bwindi,Chimpanzee,47,19.4,138,Dry,No,0.79,5/28/2024
1351,Lake Mburo,Buffalo,373,23.6,31,Dry,Yes,0.84,9/21/2024
1352,Queen Elizabeth,Leopard,399,34.4,69,Dry,Yes,0.65,6/8/2024
1353,Kibale,Elephant,432,26.2,102,Dry,Yes,0.5,11/5/2024
1354,Murchison Falls,Leopard,69,22.2,53,Wet,Yes,0.91,8/15/2024
1355,Bwindi,Elephant,494,20.1,207,Wet,Yes,0.9,10/6/2024
1356,Kidepo,Chimpanzee,333,29.6,63,Wet,Yes,0.81,4/4/2024
1357,Queen Elizabeth,Chimpanzee,401,29.2,87,Dry,No,0.74,5/28/2024
1358,Kibale,Elephant,321,26.4,140,Wet,No,0.84,2/24/2024
1359,Bwindi,Buffalo,436,25.2,14,Wet,No,0.56,7/18/2024
1360,Murchison Falls,Leopard,175,18.6,227,Dry,No,0.97,8/27/2024
1361,Kibale,Buffalo,161,18.2,81,Wet,Yes,0.67,12/27/2024
1362,Lake Mburo,Buffalo,282,19.1,77,Wet,No,0.73,3/12/2024
1363,Kidepo,Chimpanzee,410,29.2,201,Dry,No,0.68,8/29/2024
1364,Lake Mburo,Hippo,112,27.8,259,Wet,Yes,0.84,10/28/2024
1365,Lake Mburo,Gorilla,319,28.5,206,Dry,Yes,0.51,3/22/2024
1366,Queen Elizabeth,Elephant,360,19.8,243,Wet,Yes,0.98,5/1/2024
1367,Murchison Falls,Lion,392,33.2,215,Dry,Yes,0.8,2/28/2024
